,game_id,game_title,category,avg_time,min_ppl,max_ppl,age_min
1974,2247,Zero!,"['Aviation / Flight', 'Card Game', 'Wargame', 'World War II']",60,2,10,12
1977,2250,Midway,"['Nautical', 'Wargame', 'World War II']",120,2,2,12
1979,2253,Touring,"['Card Game', 'Racing', 'Sports']",30,2,6,8
1984,2258,The Stock Market Game,"['Economic', 'Negotiation']",60,1,12,
1985,2259,Afrika Korps,"['Wargame', 'World War II']",180,2,4,12
1991,2265,Ultimate Stratego,"['Abstract Strategy', 'Bluffing', 'Deduction', 'Memory', 'Napoleonic']",30,2,4,10
1992,2266,Gobblet,"['Abstract Strategy', 'Memory']",20,2,2,7
1994,2268,Lost Patrol,"['Exploration', 'Miniatures', 'Science Fiction']",25.0,2,4,8
1998,2272,Aggravation,[None],45,2,6,6
2005,2281,Pictionary,['Party Game'],90,3,16,12
2009,2285,Dark Future,"['Miniatures', 'Racing', 'Science Fiction', 'Transportation', 'Wargame']",60,2,2,8
2010,2286,Blood Bowl Star Players,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Sports']",180,2,2,14
2011,2287,"Blood Bowl (Second Edition): Elves, Dwarfs and Dungeonbowl","['Expansion for Base-game', 'Fantasy', 'Fighting', 'Sports']",180,2,2,14
2012,2288,Blood Bowl (Second Edition),"['Fantasy', 'Fighting', 'Sports']",180,2,2,14
2013,2290,Phantoms vs Phantoms,"['Bluffing', ""Children's Game"", 'Horror']",15,2,2,6
2016,2294,Flinch,"['Card Game', 'Memory', 'Number']",20,1,8,7
2018,2296,Bermuda Triangle,"['Nautical', 'Transportation']",30,2,4,8
2019,2297,U.S. Patent No. 1,"['Fighting', 'Racing', 'Science Fiction']",60,3,6,10
2023,2301,The New Dungeon!,"['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting', 'Medieval']",45,1,6,8
2037,2316,X-Bugs,"['Action / Dexterity', 'Fighting']",30,2,2,10
2039,2318,Scrabble Junior,"[""Children's Game"", 'Word Game']",30,2,4,5
2043,2322,Malefiz,"['Abstract Strategy', 'Racing']",60,2,6,8
2044,2324,Last Frontier: The Vesuvius Incident,"['Fighting', 'Horror', 'Science Fiction']",120,1,1,12
2056,2338,Starship Catan,"['Card Game', 'Exploration', 'Science Fiction', 'Space Exploration']",60,2,2,12
2057,2339,HellRail: Third Perdition,"['Card Game', 'Trains']",60,3,4,10
2059,2342,Mystery Mansion,"[""Children's Game"", 'Deduction', 'Exploration', 'Murder/Mystery']",90,3,4,8
2062,2345,Groo: The Game – Expansion Set,"['Card Game', 'City Building', 'Comic Book / Strip', 'Expansion for Base-game', 'Fantasy']",45,2,6,10
2063,2346,DVONN,['Abstract Strategy'],30,2,2,9
2066,2350,Eureka,"['American West', 'Exploration']",60,3,6,8
2078,2363,Orient Express,"['Deduction', 'Murder/Mystery', 'Trains']",60,1,6,10
2081,2366,Quinto,"['Abstract Strategy', 'Math', 'Number']",30,2,4,8
2083,2368,Battlecars,"['Dice', 'Fighting', 'Racing', 'Science Fiction']",90,2,4,12
2086,2371,Extra!,['Dice'],10,1,6,8
2090,2375,Sequence,"['Abstract Strategy', 'Card Game']",20.0,2,12,7
2091,2376,The Wreck of the B.S.M. Pandora,"['Adventure', 'Science Fiction']",120,1,5,10
2094,2379,Guesstures,"['Card Game', 'Party Game', 'Word Game']",10,4,99,8
2096,2381,Scattergories,"['Party Game', 'Real-time', 'Word Game']",30,2,6,12
2101,2386,Chinese Checkers,['Abstract Strategy'],30,2,6,7
2102,2387,Huggermugger,"['Trivia', 'Word Game']",45,2,4,12
2104,2389,Othello,['Abstract Strategy'],30,2,2,8
2107,2392,Mastermind,"['Abstract Strategy', 'Deduction']",20,2,2,8
2108,2393,Xiangqi,['Abstract Strategy'],60,2,2,8
2109,2394,Dominoes,"['Abstract Strategy', 'Game System', 'Video Game Theme']",30,2,10,5
2111,2396,Ur: 1830 BC,"['Ancient', 'Civilization']",180,3,6,14
2112,2397,Backgammon,"['Abstract Strategy', 'Dice']",30,2,2,8
2113,2398,Cribbage,['Card Game'],30,2,4,10
2114,2399,Senet,"['Abstract Strategy', 'Dice', 'Religious']",30,2,2,6
2122,2407,Sorry!,"[""Children's Game""]",30,2,4,6
2124,2409,Duell,"['Abstract Strategy', 'Dice', 'Number']",20,2,2,12
2127,2412,Word Thief,"['Card Game', 'Word Game']",45,2,4,9
2134,2422,Bismarck,"['Miniatures', 'Nautical', 'Wargame', 'World War II']",120,2,2,12
2136,2425,Battleship,"[""Children's Game"", 'Deduction', 'Nautical', 'Wargame']",30,2,2,8
2139,2428,Battle-Cry,"['American Civil War', 'Wargame']",60,2,4,10
2153,2444,Carrier Strike!,"['Miniatures', 'Nautical', 'Wargame', 'World War II']",45,2,4,8
2156,2447,World War II: European Theater of Operations,"['Wargame', 'World War II']",720.0,2,5,12
2157,2448,Kalah,['Abstract Strategy'],10,2,2,5
2158,2449,Lord of the Rings: Friends & Foes,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",90,2,5,12
2161,2452,Jenga,"['Action / Dexterity', 'Party Game']",20,1,8,6
2162,2453,Blokus,"['Abstract Strategy', 'Territory Building']",20,2,4,5
2163,2455,India Rails,"['Economic', 'Trains', 'Transportation']",180,2,6,12
2164,2456,The Hobbit: The Defeat of Smaug,"['Adventure', 'Dice', 'Fantasy', 'Novel-based']",30,2,6,8
2170,2464,Swords & Sorcery,"['Adventure', 'Fantasy', 'Wargame']",180,2,7,12
2176,2470,The Extraordinary Adventures of Baron Munchausen,"['Adventure', 'Party Game']",45,3,20,10
2177,2471,Zombies!!!,"['Exploration', 'Fighting', 'Horror', 'Miniatures', 'Movies / TV / Radio theme', 'Zombies']",75.0,2,6,15
2178,2472,Grave Robbers From Outer Space,"['Card Game', 'Horror', 'Humor', 'Movies / TV / Radio theme', 'Science Fiction']",30.0,2,6,13
2182,2476,Industrial Waste,"['Economic', 'Environmental', 'Industry / Manufacturing']",60,2,4,12
2184,2478,Quirks,"['Animals', 'Card Game', 'Environmental', 'Prehistoric']",45,1,4,7
2189,2484,Explore Europe,"[""Children's Game"", 'Educational', 'Racing', 'Travel']",30,2,6,9
2210,2507,Liberté,"['Napoleonic', 'Political']",90,3,6,14
2214,2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Spies/Secret Agents']",90.0,1,8,13
2219,2516,Man O' War,"['Fantasy', 'Miniatures', 'Nautical', 'Wargame']",180,2,4,12
2224,2521,Nexus,['Abstract Strategy'],20,2,4,10
2227,2524,StarForce 'Alpha Centauri': Interstellar Conflict in the 25th Century,"['Science Fiction', 'Wargame']",240,1,3,12
2232,2529,Flat Top,"['Aviation / Flight', 'Nautical', 'Wargame', 'World War II']",360,2,2,12
2236,2533,Kupferkessel Co.,"['Card Game', 'Fantasy']",30,2,2,8
2238,2535,Valley of the Mammoths,"['Civilization', 'Fighting', 'Prehistoric']",180,3,6,12
2239,2536,Vabanque,['Bluffing'],30,3,6,12
2240,2537,Draco & Co,"['Card Game', 'Fantasy', 'Medieval']",60,3,6,12
2242,2539,Urland,['Prehistoric'],90,3,5,12
2244,2541,Cosmic Cows,"['Animals', 'Dice', 'Fantasy']",30,2,2,8
2245,2542,Gargon,"['Card Game', 'Fantasy']",45,3,5,10
2246,2543,Pompeji,"['Ancient', 'Card Game']",45,2,4,12
2248,2546,Elixir,['Fantasy'],60,2,4,6
2257,2555,Vom Kap bis Kairo,"['Card Game', 'Trains']",30,2,4,10
2259,2557,Castle Risk,"['Napoleonic', 'Spies/Secret Agents', 'Territory Building', 'Wargame']",120,2,6,10
2263,2562,Samurai & Katana,"['Economic', 'Medieval', 'Negotiation', 'Political', 'Wargame']",120,3,6,12
2266,2567,Who Stole Ed's Pants?,['Card Game'],60,3,4,10
2268,2569,Pick Picknic,"['Animals', 'Bluffing', 'Card Game', ""Children's Game"", 'Negotiation']",20,2,6,8
2271,2573,"Rivers, Roads & Rails","['Abstract Strategy', ""Children's Game"", 'Trains', 'Transportation']",30,2,10,5
2276,2578,Phase 10 Dice,"['Dice', 'Party Game']",30,1,8,8
2277,2579,Arctic Front,"['Modern Warfare', 'Wargame']",240,2,2,12
2278,2580,Persian Gulf: Battle for the Middle East,"['Modern Warfare', 'Wargame']",300,2,2,12
2280,2582,Catch Phrase!,['Party Game'],30,4,16,12
2284,2587,Cross of Iron,"['Expansion for Base-game', 'Wargame', 'World War II']",60,1,2,12
2287,2591,Carcassonne: The River,"['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']",37.5,2,5,8
2289,2593,Pass the Pigs,"['Animals', 'Dice', 'Party Game']",30,2,10,8
2292,2596,Villa Paletti,"['Action / Dexterity', ""Children's Game"", 'Party Game']",30,2,4,8
2294,2598,Tank Battle,"['Wargame', 'World War II']",30,2,2,8
2298,2603,The Lord of the Rings Trading Card Game,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']",45,2,6,12
2299,2604,Compatibility,"['Card Game', 'Party Game', 'Word Game']",30,3,6,12
2302,2607,Totopoly,"['Racing', 'Sports']",90,2,6,8
2303,2608,King Oil,"['Economic', 'Industry / Manufacturing']",60,2,4,9
2306,2611,The HellGame,"['Dice', 'Fantasy', 'Horror', 'Medieval', 'Negotiation', 'Renaissance']",180,2,6,12
2307,2612,18AL,"['Economic', 'Print & Play', 'Trains', 'Transportation']",180,3,5,14
2308,2613,Intruder,"['Horror', 'Science Fiction']",30,1,2,10
2322,2629,Ramses II,"['Ancient', ""Children's Game"", 'Exploration', 'Memory', 'Mythology']",30,2,5,7
2325,2633,DOG,"['Card Game', 'Racing']",45,2,6,9
2330,2638,Clash of Giants,"['Wargame', 'World War I']",180,2,2,12
2331,2639,Panzer Leader,"['Wargame', 'World War II']",90,2,2,12
2332,2640,Babylon 5 Collectible Card Game,"['Card Game', 'Collectible Components', 'Economic', 'Movies / TV / Radio theme', 'Negotiation']",60,2,10,10
2342,2651,Power Grid,"['Economic', 'Industry / Manufacturing']",120,2,6,12
2343,2652,Wise and Otherwise,"['Bluffing', 'Party Game']",45,2,6,12
2344,2653,Survive: Escape from Atlantis!,"['Adventure', 'Animals', 'Bluffing', 'Nautical']",52.5,2,4,8
2346,2655,Hive,"['Abstract Strategy', 'Animals']",20,2,2,9
2360,2669,Frog Juice,"['Animals', 'Card Game', ""Children's Game"", 'Fantasy']",30,2,4,8
2361,2670,Web of Power: The Vatican,"['Expansion for Base-game', 'Medieval', 'Territory Building']",30,3,5,12
2363,2672,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,"['Card Game', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']",45,2,4,9
2368,2678,Voyage of the B.S.M. Pandora,"['Adventure', 'Exploration', 'Science Fiction', 'Space Exploration']",90,1,1,10
2369,2679,Mouse Trap,"['Action / Dexterity', 'Animals', ""Children's Game""]",30,2,4,6
2376,2689,British Rails,"['Economic', 'Trains', 'Transportation']",180,2,6,12
2404,2718,War! Age of Imperialism,"['Industry / Manufacturing', 'Wargame']",180,2,6,12
2405,2719,Connect Four,"['Abstract Strategy', 'Animals', ""Children's Game""]",10,2,2,6
2422,2739,More Cosmic Encounter,"['Card Game', 'Expansion for Base-game', 'Negotiation', 'Science Fiction']",90,2,8,12
2424,2741,Chez Geek 3: Block Party,"['Card Game', 'Expansion for Base-game', 'Party Game']",45,2,8,18
2431,2748,"Thirty Years War: Europe in Agony, 1618-1648","['Pike and Shot', 'Wargame']",360,2,2,14
2432,2749,The American Civil War,"['American Civil War', 'Wargame']",240,2,4,12
2433,2750,Imaginiff,"['Bluffing', 'Humor', 'Party Game']",30,3,8,12
2450,2767,Snail's Pace Race,"[""Children's Game"", 'Dice', 'Racing']",10,2,6,3
2452,2770,Stay Alive,['Abstract Strategy'],30,2,4,8
2453,2771,Maginor,['Fantasy'],45,2,4,12
2459,2778,Gondor,"['Fantasy', 'Wargame']",120,2,2,12
2462,2781,My Word!,"['Card Game', 'Real-time', 'Word Game']",30,2,6,7
2466,2785,Game of Goose,"[""Children's Game""]",20,2,6,5
2474,2795,Car Wars,"['Fighting', 'Racing', 'Science Fiction', 'Sports', 'Wargame']",45,2,8,10
2476,2797,Chez Geek 2: Slack Attack,"['Card Game', 'Expansion for Base-game']",45,2,8,18
2479,2800,The Ironclads,"['American Civil War', 'Civil War', 'Nautical', 'Wargame']",120,1,8,12
2486,2807,Catan: 5-6 Player Extension,"['Expansion for Base-game', 'Negotiation']",120,5,6,10
2494,2816,Crossfire,"['Action / Dexterity', 'Real-time', 'Sports']",10,2,2,7
2495,2817,Delta V,"['Memory', 'Science Fiction']",60,2,4,12
2496,2818,UNO Attack!,"['Card Game', 'Electronic']",30,2,10,7
2497,2819,Trivial Pursuit: Genus 5,"['Party Game', 'Trivia']",90,2,24,12
2499,2821,UNO Stacko,"['Action / Dexterity', 'Party Game']",20,2,10,8
2513,2838,Loaded Questions,['Party Game'],45,3,6,13
2517,2842,TransAmerica,['Trains'],30,2,6,13
2518,2843,Absacker,['Card Game'],15,2,5,7
2519,2844,Throneworld,"['Science Fiction', 'Space Exploration', 'Territory Building', 'Wargame']",270,2,6,
2535,2860,Piecepack,"['Book', 'Game System']",10,,,5
2547,2872,Terrace,['Abstract Strategy'],20,2,4,8
2551,2876,Mage Knight Dungeons,"['Adventure', 'Collectible Components', 'Exploration', 'Fantasy', 'Fighting']",60,2,4,10
2552,2878,ThinkBlot,"['Party Game', 'Puzzle']",45,2,6,10
2553,2879,Encore,['Music'],45,2,8,8
2557,2884,Pathfinder,"['Abstract Strategy', 'Deduction', 'Maze']",20,2,2,8
2563,2891,Starfire,"['Science Fiction', 'Space Exploration', 'Wargame']",75.0,2,3,10
2567,2895,Nanofictionary,"['Card Game', 'Party Game']",17.5,3,6,8
2575,2903,The Hunt for Red October,"['Modern Warfare', 'Nautical', 'Novel-based', 'Wargame']",60,2,2,12
2576,2904,John Prados' Third Reich,"['Economic', 'Wargame', 'World War II']",360,2,5,12
2585,2915,Catan Card Game: Expansion Set,"['Card Game', 'Civilization', 'Expansion for Base-game']",90,2,2,10
2591,2921,The Game of Life,"[""Children's Game"", 'Economic']",60,2,6,8
2592,2922,Chairs,"['Action / Dexterity', ""Children's Game""]",20,1,99,5
2601,2932,Hnefatafl,['Abstract Strategy'],20,2,2,7
2609,2940,A Dog's Life,['Animals'],90,2,6,8
2613,2944,Halli Galli,"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Party Game', 'Real-time']",10,2,6,6
2616,2947,Broker,['Economic'],75,2,6,12
2618,2949,Dune: Spice Harvest,"['Bluffing', 'Expansion for Base-game', 'Fighting', 'Negotiation', 'Novel-based']",30,3,6,14
2619,2950,Dune: The Duel,"['Bluffing', 'Expansion for Base-game', 'Fighting', 'Negotiation', 'Novel-based']",180,3,6,12
2621,2952,Trivial Pursuit: Genus Edition,"['Party Game', 'Trivia']",90,2,24,12
2622,2953,Trivial Pursuit: Genus II,"['Expansion for Base-game', 'Party Game', 'Trivia']",90,2,24,12
2624,2955,Mexica,"['Abstract Strategy', 'City Building', 'Territory Building']",90,2,4,10
2625,2956,Dirty Minds: The Game of Naughty Clues,"['Party Game', 'Word Game']",45,2,6,18
2626,2957,Trivial Pursuit: The 1980's,"['Party Game', 'Trivia']",90,2,6,16
2629,2960,Camden,"['Abstract Strategy', 'Card Game', 'City Building', 'Economic', 'Print & Play']",20,2,4,10
2630,2962,Inner Circle,"['Abstract Strategy', 'Maze', 'Puzzle']",20,2,4,8
2636,2968,Ka-Ching!,"['Card Game', 'Economic']",20,2,4,8
2639,2972,Fantasy Business,"['Bluffing', 'Card Game', 'Economic', 'Fantasy', 'Negotiation']",45,3,8,12
2641,2975,Origins of World War II,"['Negotiation', 'Political', 'Wargame', 'World War II']",60,2,5,12
2644,2978,Stratego 4,"['Abstract Strategy', 'Bluffing', 'Deduction', 'Memory', 'Napoleonic']",45,2,4,8
2646,2980,The Simpsons Trivia Game,"['Movies / TV / Radio theme', 'Trivia']",60,2,5,8
2647,2981,Breaking Away,"['Abstract Strategy', 'Racing', 'Sports']",75.0,2,9,10
2653,2987,Pirate's Cove,"['Adventure', 'Fighting', 'Nautical', 'Pirates']",75.0,3,5,8
2659,2993,Carcassonne: Expansion 1 – Inns & Cathedrals,"['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']",60,2,6,8
2661,2995,Sniper! (first edition),"['Wargame', 'World War II']",180,2,2,12
2663,2997,Soldier Kings: The Seven Years War Worldwide,"['Age of Reason', 'Wargame']",240,2,8,14
2664,2998,Reds! The Russian Civil War 1918-1921,"['Civil War', 'Wargame']",360,1,2,12
2686,3022,Clue VCR Mystery Game,"['Deduction', 'Electronic', 'Murder/Mystery']",60,2,10,13
2703,3040,Star Trek: Starship Tactical Combat Simulator,"['Aviation / Flight', 'Movies / TV / Radio theme', 'Science Fiction']",75.0,2,6,10
2704,3041,Panzergruppe Guderian,"['Wargame', 'World War II']",240.0,2,2,14
2707,3044,Air Assault On Crete/Invasion of Malta: 1942,"['Aviation / Flight', 'Wargame', 'World War II']",240,2,2,12
2711,3048,Trivial Pursuit: Millennium Edition,"['Party Game', 'Trivia']",60,2,6,15
2715,3052,Sim City: The Card Game,"['Card Game', 'City Building', 'Collectible Components', 'Video Game Theme']",120,1,99,10
2723,3061,Samurai,"['Medieval', 'Wargame']",180,2,2,12
2733,3071,Blood Bowl,"['Fantasy', 'Sports', 'Wargame']",120,2,2,12
2734,3072,Necromunda,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']",30,2,4,12
2736,3074,Uncle Wiggily,"['Animals', ""Children's Game"", 'Novel-based', 'Racing']",30,2,4,4
2738,3076,Puerto Rico,"['City Building', 'Economic', 'Farming']",120.0,3,5,12
2745,3083,Submarine,"['Nautical', 'Wargame', 'World War II']",180,1,6,12
2746,3084,Buccaneer,"['Fighting', 'Nautical', 'Pirates']",90,2,6,8
2747,3085,Gang of Four,"['Card Game', 'Political']",40,3,4,8
2748,3086,The Omega Virus,"['Deduction', 'Electronic', 'Science Fiction', 'Space Exploration']",22.5,1,4,14
2751,3090,Doctor Who: The Game of Time & Space,"['Exploration', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",90,2,6,8
2754,3093,Croak!,"[""Children's Game""]",20,2,4,6
2756,3095,Star Trek: The Adventure Game,"['Adventure', 'Movies / TV / Radio theme', 'Science Fiction']",120,1,2,10
2758,3097,1849: The Game of Sicilian Railways,"['Economic', 'Trains', 'Transportation']",180,3,5,14
2760,3099,Gettysburg,"['American Civil War', 'Wargame']",180,2,2,12
2771,3110,Dragon Rage,"['Fantasy', 'Wargame']",120,2,2,12
2775,3114,Poleconomy,"['Economic', 'Political']",180,2,6,12
2778,3118,Desert War,"['Card Game', 'Expansion for Base-game', 'Wargame', 'World War II']",60,2,2,12
2784,3125,7th Sea Collectible Card Game,"['Adventure', 'Card Game', 'Collectible Components', 'Nautical', 'Pirates']",45,2,6,12
2787,3128,Clippers,"['Economic', 'Nautical']",90,2,5,10
2792,3133,Captain Park's Imaginary Polar Expedition,[None],45,3,7,10
2796,3137,Anno Domini: Erfindungen,"['Bluffing', 'Party Game', 'Trivia']",30,2,8,10
2798,3139,Goldland,['Exploration'],60,2,5,10
2800,3141,The Bucket King,"['Animals', 'Card Game']",45,2,6,10
2804,3146,El Grande: Grossinquisitor und Kolonien,"['Expansion for Base-game', 'Political', 'Renaissance']",90,2,5,12
2807,3149,Lost Valley of the Dinosaurs,"['Adventure', 'Prehistoric']",30,2,4,8
2812,3154,Nautilus,"['City Building', 'Economic', 'Exploration', 'Nautical', 'Science Fiction']",120,2,4,12
2833,3177,Battle for Armageddon,"['Print & Play', 'Science Fiction', 'Wargame']",120,2,2,14
2836,3181,Farkle,['Dice'],30,2,6,8
2844,3190,Quixo,['Abstract Strategy'],15,2,4,6
2853,3201,Lord of the Rings: The Confrontation,"['Adventure', 'Bluffing', 'Deduction', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']",30,2,2,12
2854,3202,RAF,"['Aviation / Flight', 'Wargame', 'World War II']",180,1,1,12
2859,3208,Dragonland,"['Dice', 'Fantasy', 'Medieval']",45,2,4,9
2867,3218,The Arab-Israeli Wars,"['Arabian', 'Modern Warfare', 'Wargame']",240,2,2,14
2873,3224,Sherlock Holmes Consulting Detective: The Mansion Murders,"['Deduction', 'Murder/Mystery', 'Novel-based']",60,1,6,12
2874,3225,Sherlock Holmes Consulting Detective: The Queen's Park Affair,"['Deduction', 'Murder/Mystery', 'Novel-based']",60,1,6,12
2877,3228,Pueblo,['Abstract Strategy'],60,2,4,10
2879,3230,Tyros,"['Ancient', 'Civilization', 'Nautical', 'Negotiation']",90,3,4,10
2880,3231,Die Sieben Weisen,"['Card Game', 'Negotiation']",90,3,5,12
2883,3234,Dschunke,['Economic'],52.5,3,4,10
2884,3236,WildLife,"['Animals', 'Prehistoric']",90.0,2,6,10
2890,3242,Clash of the Gladiators,"['Ancient', 'Fighting']",45,2,5,10
2891,3243,Wooly Wars,"['Animals', 'Bluffing', 'Farming', 'Puzzle']",30,2,4,7
2896,3248,Citadel of Blood,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Maze']",120,1,6,10
2899,3251,Barbarian Kings,"['Fantasy', 'Negotiation', 'Wargame']",120,2,5,12
2911,3263,Ukraine '43,"['Wargame', 'World War II']",360,2,4,12
2915,3267,Pizarro & Co.,"['Exploration', 'Renaissance']",45,3,6,12
2917,3269,Clue: The Card Game,"['Card Game', 'Deduction', 'Murder/Mystery']",45,3,5,8
2931,3284,Star Wars: Epic Duels,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,6,10
2932,3285,Star Wars: Jedi Unleashed,"['Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",45,2,5,8
2954,3307,Wallenstein (first edition),"['Economic', 'Renaissance', 'Territory Building']",150,3,5,12
2955,3309,Air Cav,"['Aviation / Flight', 'Modern Warfare', 'Wargame']",90,2,2,12
2958,3312,1776,"['Age of Reason', 'American Indian Wars', 'American Revolutionary War', 'Wargame']",120,2,2,12
2959,3313,Traverse,['Abstract Strategy'],30,2,4,7
2964,3318,Heave Ho!,"['Card Game', 'Real-time']",45,2,2,10
2966,3320,The Game of Life: A Jedi's Path,"['Movies / TV / Radio theme', 'Science Fiction']",60,2,4,9
2967,3321,Die Pyramiden des Jaguar,['Card Game'],45,2,2,10
2981,3337,Double Down,['Card Game'],30,2,8,8
2983,3339,Diceland: Deep White Sea,"['Action / Dexterity', 'Collectible Components', 'Dice', 'Fantasy', 'Fighting', 'Science Fiction']",20,2,5,10
2985,3341,Burn Rate,"['Card Game', 'Economic']",45,2,4,13
2987,3343,Go For Broke,"['Economic', 'Humor']",60,2,6,8
2991,3347,Solo,['Card Game'],30,2,10,6
2992,3348,Santa Fe Rails,['Trains'],60,2,5,12
3006,3365,Gumshoe,"['Deduction', 'Murder/Mystery']",120,1,6,12
3009,3369,John Carter: Warlord of Mars,"['Fantasy', 'Fighting', 'Novel-based', 'Science Fiction', 'Wargame']",180,2,6,12
3017,3377,20 Questions,"['Deduction', 'Party Game', 'Trivia']",30,2,7,8
3018,3378,The Inventors,[None],60,3,4,9
3023,3383,Mahé,"['Animals', 'Dice']",20,2,6,6
3025,3385,Stratego: Star Wars,"['Abstract Strategy', 'Bluffing', 'Deduction', 'Fantasy', 'Fighting']",30,2,2,8
3033,3394,Monopoly: The Simpsons,"['Economic', 'Movies / TV / Radio theme', 'Negotiation']",120,2,6,8
3042,3404,The Legend of Landlock,['Abstract Strategy'],20,2,4,8
3044,3406,Lines of Action,['Abstract Strategy'],20,2,2,10
3046,3408,This Accursed Civil War,"['Civil War', 'Pike and Shot', 'Wargame']",240,2,2,12
3047,3409,The Napoleonic Wars,"['Napoleonic', 'Wargame']",240,2,5,12
3050,3412,Brandywine,"['Age of Reason', 'American Revolutionary War', 'Wargame']",240,2,2,12
3051,3413,Saratoga,"['Age of Reason', 'American Revolutionary War', 'Wargame']",180,2,2,12
3052,3414,Yom Kippur,"['Modern Warfare', 'Wargame']",240,2,2,12
3054,3416,Fallschirmjaeger,"['Wargame', 'World War II']",360,2,2,12
3057,3419,Star Trek: The Game,"['Movies / TV / Radio theme', 'Science Fiction', 'Trivia']",60,2,6,10
3059,3421,StreetSoccer,"['Dice', 'Sports']",25.0,2,2,8
3060,3422,Fantasy,"['Card Game', 'Fantasy']",20,2,4,8
3076,3439,HeroClix,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting', 'Miniatures']",60,2,2,10
3087,3452,Emerald,"['Adventure', 'Exploration', 'Fantasy']",45,2,5,10
3098,3463,Wizard,"['Adventure', 'Fantasy', 'Fighting', 'Wargame']",30,2,2,10
3099,3464,Melee,"['Adventure', 'Fantasy', 'Fighting', 'Wargame']",15,2,2,10
3101,3466,WarpWar,"['Science Fiction', 'Wargame']",30,2,2,12
3109,3475,Shadowfist,"['Card Game', 'Collectible Components', 'Fighting']",60,2,7,10
3115,3484,Armada,"['Exploration', 'Fighting', 'Nautical']",120,2,4,10
3118,3487,BattleTech CCG,"['Card Game', 'Collectible Components', 'Science Fiction']",20,2,2,10
3125,3495,Harry Potter Trading Card Game,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Novel-based']",20,2,2,9
3137,3507,By Golly!,"['Animals', 'Card Game', ""Children's Game"", 'Memory']",15,2,6,5
3140,3510,Battle of the Sexes,"['Party Game', 'Trivia']",45,2,8,12
3148,3518,Napoleon in Europe,"['Napoleonic', 'Political', 'Wargame']",360,2,7,10
3152,3522,LCR,['Dice'],20,3,12,5
3158,3529,Vampire Hunter,['Horror'],30,2,4,9
3163,3534,Star Trader,"['Economic', 'Science Fiction']",180,2,6,12
3177,3548,Assault on Hoth: The Empire Strikes Back,"['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",90,2,2,12
3181,3553,Close Action: The Age of Fighting Sail Vol. 1,"['Age of Reason', 'American Revolutionary War', 'Napoleonic', 'Nautical', 'Wargame']",240,2,30,12
3189,3562,Theophrastus,"['Card Game', 'Renaissance']",22.5,2,5,10
3190,3563,The Lord of the Rings: The Fellowship of the Ring,"['Fantasy', 'Miniatures', 'Movies / TV / Radio theme', 'Novel-based', 'Wargame']",90,2,2,12
3192,3565,Mordheim: City of the Damned,"['Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Wargame']",60,2,6,10
3194,3567,Roller Coaster Tycoon,['Economic'],45,2,4,8
3197,3570,Chicken Cha Cha Cha,"['Animals', ""Children's Game"", 'Memory']",17.5,2,4,4
3199,3572,Invasion: America,"['Modern Warfare', 'Wargame']",240,2,5,12
3200,3573,Napoleon at Waterloo,"['Napoleonic', 'Wargame']",30,2,2,10
3202,3575,The Plot to Assassinate Hitler,"['Political', 'Wargame', 'World War II']",300,2,2,12
3204,3577,Terrible Swift Sword: Battle of Gettysburg Game,"['American Civil War', 'Wargame']",2310.0,2,6,12
3212,3585,Sorcerer,"['Fantasy', 'Wargame']",60,1,6,10
3213,3586,Sherlock,"['Card Game', ""Children's Game"", 'Deduction', 'Memory', 'Novel-based']",20,2,5,5
3220,3593,Star Wars: Star Warriors,"['Movies / TV / Radio theme', 'Science Fiction']",120,2,6,12
3222,3595,Squint,"['Card Game', 'Party Game']",30,3,8,12
3229,3602,Kriegspiel,['Wargame'],60,2,2,12
3232,3605,The Third World War,"['Modern Warfare', 'Wargame']",360,2,2,12
3234,3607,Dauntless,"['Aviation / Flight', 'Expansion for Base-game', 'Wargame', 'World War II']",60,1,2,12
