,game_id,game_title,category,avg_time,min_ppl,max_ppl,age_min
64202,143025,The Lord of the Rings: The Card Game – The Stone of Erech,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",60,1,2,12
64212,143061,Dungeon Petz: Dark Alleys,"['Expansion for Base-game', 'Fantasy', 'Humor']",105.0,2,4,13
64214,143063,Last Will: Getting Sacked,"['Card Game', 'Expansion for Base-game', 'Humor']",60.0,2,5,13
64215,143065,Tzolk'in: The Mayan Calendar – Tribes & Prophecies,"['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Farming', 'Mythology']",90,2,5,13
64218,143075,Luchador! Mexican Wrestling Dice,"['Action / Dexterity', 'Dice', 'Sports']",15,2,6,8
64226,143092,Mage Wars: Conquest of Kumanjaro – Spell Tome Expansion,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",90,2,2,13
64227,143096,Camp Grizzly,"['Fighting', 'Horror', 'Humor', 'Mature / Adult']",60,1,6,18
64242,143147,Saboteur (compilation editions),"['Bluffing', 'Card Game', 'Exploration']",30,2,12,8
64246,143157,SOS Titanic,['Card Game'],30,1,5,8
64252,143176,Steam Works,"['Industry / Manufacturing', 'Science Fiction']",105.0,2,5,12
64256,143185,Smash Up: The Obligatory Cthulhu Set,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Mythology']",37.5,2,2,12
64333,143405,Sylvion,"['Animals', 'Card Game', 'Environmental', 'Fantasy']",30,1,2,10
64355,143484,Florenza: The Card Game,"['City Building', 'Economic', 'Renaissance']",60,2,4,14
64373,143515,Coal Baron,"['Industry / Manufacturing', 'Trains', 'Transportation']",67.5,2,4,10
64375,143519,Quantum,"['Dice', 'Fighting', 'Science Fiction', 'Space Exploration']",60,2,4,13
64427,143689,Rattus: Mercatus,"['Expansion for Base-game', 'Medieval']",45,2,4,10
64431,143693,Glass Road,"['City Building', 'Economic', 'Medieval']",50.0,1,4,13
64432,143694,Android: Netrunner – Second Thoughts,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45,2,2,14
64437,143701,Romance of the Nine Empires,"['Card Game', 'Fantasy', 'Fighting', 'Movies / TV / Radio theme']",45,2,5,12
64450,143718,Star Trek: Attack Wing – U.S.S. Enterprise Expansion Pack,"['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,99,14
64456,143734,Star Trek: Attack Wing – U.S.S. Reliant Expansion Pack,"['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,99,14
64461,143741,BANG! The Dice Game,"['American West', 'Bluffing', 'Deduction', 'Dice', 'Fighting', 'Party Game']",15,3,8,8
64475,143760,Cosmic Encounter: Cosmic Storm,"['Bluffing', 'Expansion for Base-game', 'Negotiation', 'Science Fiction', 'Space Exploration']",60,3,8,12
64480,143775,Warhammer: Invasion – Hidden Kingdoms,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",60,2,2,13
64483,143782,Global Mogul,"['Economic', 'Industry / Manufacturing']",90.0,1,4,14
64485,143789,Machi Koro: Harbor,"['Card Game', 'City Building', 'Dice', 'Expansion for Base-game']",30,2,5,10
64491,143827,Descent: Journeys in the Dark (Second Edition) – The Trollfens,"['Adventure', 'Dice', 'Expansion for Base-game', 'Exploration', 'Fantasy']",60,2,5,14
64514,143884,Machi Koro,"['Card Game', 'City Building', 'Dice']",30,2,4,10
64522,143948,Star Trek: Catan – Federation Space Map Set,"['Expansion for Base-game', 'Movies / TV / Radio theme', 'Negotiation', 'Science Fiction']",112.5,3,4,10
64530,143981,VOLT: Robot Battle Arena,"['Fighting', 'Miniatures', 'Science Fiction']",30,2,4,13
64533,143986,CV,"['Card Game', 'Dice', 'Humor']",60,2,4,10
64538,143994,Capo Dei Capi,"['Dice', 'Mafia']",20,2,2,8
64547,144036,Diamonsters,"['Card Game', ""Children's Game""]",20,2,6,10
64548,144041,Patchistory,"['Bluffing', 'City Building', 'Civilization', 'Economic', 'Negotiation']",90.0,2,4,12
64557,144058,Keyflower: The Farmers,"['City Building', 'Economic', 'Expansion for Base-game', 'Farming', 'Renaissance']",105.0,2,6,13
64564,144088,Munchkin Tricky Treats,"['Card Game', 'Expansion for Base-game', 'Fighting', 'Humor', 'Mythology']",90,3,6,10
64582,144171,Small World: Royal Bonus,"['Civilization', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']",80,2,5,8
64593,144189,Fire in the Lake,"['Modern Warfare', 'Political', 'Vietnam War', 'Wargame']",180,1,4,
64605,144227,Galaxy Trucker: Latest Models,"['Expansion for Base-game', 'Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']",90,2,5,13
64622,144270,Relic Runners,['Exploration'],60.0,2,5,10
64639,144325,Munchkin Legends,"['Ancient', 'Card Game', 'Fantasy', 'Humor', 'Mythology']",90.0,3,6,10
64651,144344,Rococo,"['Age of Reason', 'Economic']",90.0,2,5,12
64660,144382,Canalis,"['Card Game', 'City Building', 'Renaissance']",45,2,4,12
64662,144384,Tokaido: Crossroads,"['Expansion for Base-game', 'Travel']",45,2,5,8
64664,144386,Dungeon Fighter: Fire at Will,"['Action / Dexterity', 'Dice', 'Expansion for Base-game', 'Exploration', 'Fantasy']",52.5,1,6,14
64666,144388,Elevenses,"['Card Game', 'Print & Play']",30,2,4,10
64669,144391,Zombicide Set #1: Survivors & Zombivors,"['Expansion for Base-game', 'Zombies']",,,,
64677,144415,Nauticus,"['Economic', 'Nautical', 'Transportation']",90,2,4,12
64681,144419,Catan: Explorers & Pirates – 5-6 Player Extension,"['Expansion for Base-game', 'Nautical', 'Negotiation', 'Pirates', 'Transportation']",135.0,5,6,12
64695,144451,Duel of Ages II: Master Set,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Science Fiction']",,2,8,12
64706,144468,Jungle Speed Safari,"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Party Game']",15,2,6,5
64712,144485,Xia: Legends of a Drift System – Sellsword,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fighting', 'Miniatures']",120,3,5,12
64718,144492,Packet Row,['Industry / Manufacturing'],60.0,2,5,10
64723,144498,Völuspá: Order of the Gods,"['Abstract Strategy', 'Expansion for Base-game', 'Mythology']",45,2,5,10
64742,144525,Dungeon Twister: The Card Game,"['Card Game', 'Exploration', 'Fantasy', 'Fighting', 'Maze']",37.5,2,2,13
64743,144526,Glastonbury,"['Card Game', 'Fantasy']",30,2,4,8
64744,144529,Theseus: The Dark Orbit,"['Fighting', 'Science Fiction']",67.5,2,4,8
64757,144553,The Builders: Middle Ages,"['City Building', 'Medieval']",30,2,4,10
64760,144557,Where Art Thou Romeo?,"['Bluffing', 'Card Game', 'Deduction', 'Novel-based', 'Renaissance']",15,3,5,13
64763,144566,Circus Train (Second edition),"['Economic', 'Trains']",90,1,5,13
64764,144567,For the Crown (Second edition),"['Fantasy', 'Medieval']",60,2,2,13
64765,144568,Dawn of the Zeds (Second edition),"['Horror', 'Zombies']",67.5,1,1,13
64769,144574,Last Chance for Victory,"['American Civil War', 'Civil War', 'Wargame']",60,2,2,15
64786,144592,Bruxelles 1893,['Economic'],87.5,2,5,13
64797,144612,Snowdonia: Britannia Bridge,"['Expansion for Base-game', 'Trains']",60,1,5,10
64802,144632,City Council,"['City Building', 'Negotiation', 'Political']",60,2,5,12
64806,144640,Android: Netrunner – Mala Tempora,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45,2,2,14
64826,144722,Robinson Crusoe: Adventures on the Cursed Island – Voyage of the Beagle (Vol. 1),"['Adventure', 'Expansion for Base-game', 'Exploration', 'Nautical', 'Novel-based']",90.0,1,4,8
64829,144728,Adventure Time Card Wars: Finn vs. Jake,"['Card Game', 'Humor', 'Movies / TV / Radio theme']",30,2,2,10
64833,144733,Russian Railroads,"['Industry / Manufacturing', 'Trains']",105.0,2,4,12
64834,144734,Arcane Academy,"['Comic Book / Strip', 'Fantasy']",37.5,2,4,12
64841,144743,Machina Arcana,"['Adventure', 'Dice', 'Exploration', 'Fantasy', 'Fighting']",150,1,4,13
64843,144761,"Going, Going, GONE!","['Action / Dexterity', 'Party Game', 'Real-time']",20,2,6,8
64844,144763,Mage Knight Board Game: Krang Character Expansion,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",90,1,5,14
64852,144777,Mice and Mystics: Heart of Glorm,"['Adventure', 'Dice', 'Expansion for Base-game', 'Exploration', 'Fantasy']",75.0,1,4,7
64863,144797,Argent: The Consortium,"['Fantasy', 'Political']",105.0,2,5,10
64870,144811,Fleet: Arctic Bounty,"['Card Game', 'Expansion for Base-game', 'Nautical']",30,1,4,10
64887,144864,Ascension: Darkness Unleashed,"['Card Game', 'Fantasy']",30,1,2,13
64889,144873,Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre,"['Card Game', 'Expansion for Base-game', 'Fantasy']",90,1,6,13
64933,144984,Mascarade: Usurper,"['Bluffing', 'Expansion for Base-game']",,,,10
64935,144988,Lords of War:  Elves versus Lizardmen,"['Card Game', 'Fantasy', 'Fighting']",30,2,8,12
64940,145012,Sultaniya,"['Arabian', 'City Building', 'Puzzle']",45,2,4,8
64941,145014,Cardline: Globetrotter,"['Card Game', 'Educational', 'Trivia']",15,2,7,8
64944,145028,Cthulhu Wars: Opener of the Way Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,5,12
64945,145029,Cthulhu Wars: High Priest Expansion Pack,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64946,145030,Cthulhu Wars: The Dreamlands Underworld Monster Pack,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64947,145031,Cthulhu Wars: The Dreamlands Surface Monster Pack,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64948,145032,Cthulhu Wars: The Sleeper Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,5,12
64949,145033,Cthulhu Wars: The Windwalker Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,5,12
64950,145034,Cthulhu Wars: Azathoth Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64951,145036,Cthulhu Wars: Primeval Earth Map,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64952,145037,Cthulhu Wars: Yuggoth Map Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64953,145038,Cthulhu Wars: Dreamlands Map Expansion,"['Expansion for Base-game', 'Horror', 'Miniatures']",90,2,4,12
64954,145039,Cthulhu Wars: Six to Eight Player Earth Map,"['Expansion for Base-game', 'Horror', 'Miniatures']",120,6,8,12
64955,145040,Krosmaster: Arena – Frigost,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",60,2,4,12
64958,145056,Darkest Night: With an Inner Light,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Horror']",150,1,4,13
64963,145086,Shinobi Clans,"['Card Game', 'Deduction']",60,3,5,13
64966,145103,7 Days of Westerplatte,"['Educational', 'Wargame', 'World War II']",52.5,1,4,8
64995,145186,Pick-a-Polar Bear,"['Action / Dexterity', 'Animals', 'Card Game', 'Party Game', 'Puzzle', 'Real-time']",12.5,1,5,8
64997,145196,Suburbia Inc,"['City Building', 'Economic', 'Expansion for Base-game']",90,1,4,8
65003,145203,Prosperity,"['Economic', 'Environmental']",60,2,4,13
65011,145219,Craftsmen,"['Economic', 'Industry / Manufacturing', 'Medieval']",150.0,2,5,10
65026,145304,Cthulhu's Vault,"['Adventure', 'Card Game']",45,3,6,10
65029,145308,Marrying Mr. Darcy,"['Card Game', 'Napoleonic', 'Novel-based']",45.0,2,6,13
65042,145325,Dixit: Origins,"['Bluffing', 'Card Game', 'Expansion for Base-game', 'Humor', 'Party Game']",30,3,6,8
65050,145355,Agricola: All Creatures Big and Small – Even More Buildings Big and Small,"['Animals', 'Expansion for Base-game', 'Farming']",30,2,2,10
65051,145363,Star Wars: The Card Game – Balance of the Force,"['Card Game', 'Expansion for Base-game', 'Movies / TV / Radio theme', 'Science Fiction']",60,2,4,10
65055,145371,Three Kingdoms Redux,"['Ancient', 'Civilization', 'Economic', 'Novel-based', 'Territory Building']",150.0,3,3,14
65064,145393,Gem Rush,"['Exploration', 'Fantasy']",45,1,6,13
65069,145399,Ginkgopolis: The Experts,"['City Building', 'Environmental', 'Expansion for Base-game', 'Science Fiction', 'Territory Building']",45,2,5,13
65075,145418,Crabs Adjust Humidity: Volume One (unofficial expansion for Cards Against Humanity),"['Card Game', 'Fan Expansion', 'Humor', 'Mature / Adult', 'Party Game']",30,4,30,17
65117,145475,Hobbit Tales from the Green Dragon Inn,"['Card Game', 'Novel-based']",40.0,2,5,13
65119,145481,Firefly: The Game – Artful Dodger,"['Expansion for Base-game', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']",,2,5,
65128,145493,The King's Armory,"['Fantasy', 'Video Game Theme']",135.0,1,7,13
65132,145501,Fun Farm,"['Action / Dexterity', 'Animals', ""Children's Game""]",15,2,10,6
65141,145536,Summoner Wars: Vanguards – Second Summoner,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",30,2,4,9
65149,145553,Asgard's Chosen,"['Fantasy', 'Fighting', 'Mythology', 'Territory Building']",90,1,4,12
65168,145588,Citrus,"['Economic', 'Farming', 'Territory Building']",60,2,5,10
65175,145599,Journey: Wrath of Demons,"['Adventure', 'Ancient', 'Dice', 'Fantasy', 'Miniatures']",52.5,1,4,14
65177,145601,Deadline,"['Deduction', 'Murder/Mystery']",60,2,4,14
65178,145602,Freedom: The Underground Railroad – Promo Cards,"['Economic', 'Educational', 'Expansion for Base-game', 'Puzzle']",90,1,4,10
65188,145633,Ascension: Apprentice Edition,"['Card Game', 'Fantasy']",30,2,2,13
65192,145639,Coconuts,"['Action / Dexterity', ""Children's Game""]",20,2,4,6
65194,145642,The Cards of Cthulhu,"['Card Game', 'Horror']",60.0,1,4,
65196,145645,Le Fantôme de l'Opéra,"['Deduction', 'Novel-based']",30,2,2,9
65203,145654,Invaders,"['Card Game', 'Fighting', 'Horror', 'Science Fiction']",60,2,2,12
65205,145659,Scoville,['Farming'],75.0,2,6,13
65217,145687,Summoner Wars: Fallen Kingdom – Second Summoner,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",30,2,4,9
65230,145722,Eat Me If You Can!,"['Bluffing', 'Deduction']",10,3,6,6
65276,145842,Monopoly Empire,['Economic'],17.5,2,4,8
65292,145888,CapCom Street Fighter Deck-Building Game,"['Card Game', 'Fighting', 'Video Game Theme']",45,2,5,15
65313,145928,Empire Engine,"['Bluffing', 'Card Game', 'Fighting', 'Print & Play']",30,2,4,14
65331,145975,Hoplite,"['Ancient', 'Wargame']",270.0,1,4,13
65332,145976,Talon,"['Science Fiction', 'Wargame']",75.0,2,6,12
65339,146021,Eldritch Horror,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']",180.0,1,8,14
65368,146130,Coin Age,"['Abstract Strategy', 'Print & Play']",15,2,2,
65381,146149,Speed Cups,"['Action / Dexterity', ""Children's Game"", 'Real-time']",15,2,4,6
65386,146158,New Haven,['City Building'],60,2,4,12
65408,146197,Legends of the American Frontier,"['Adventure', 'American Revolutionary War', 'American West', 'Card Game']",90,3,7,13
65422,146221,Forge War,"['Adventure', 'Economic', 'Fantasy', 'Industry / Manufacturing', 'Medieval']",120.0,1,4,12
65428,146228,1714: The Case of the Catalans,"['Age of Reason', 'Negotiation', 'Wargame']",120,2,5,12
65431,146243,Android: Netrunner – True Colors,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45,2,2,14
65432,146244,Clash of Cultures: Civilizations,"['Ancient', 'City Building', 'Civilization', 'Economic', 'Expansion for Base-game', 'Territory Building']",210.0,2,4,12
65448,146275,Vikings: Warriors of the North,"['Adventure', 'Fantasy', 'Fighting', 'Medieval', 'Nautical']",60,3,4,14
65451,146278,Tash-Kalar: Arena of Legends,"['Abstract Strategy', 'Card Game', 'Fantasy', 'Fighting']",45.0,2,4,13
65470,146312,Ghost Fightin' Treasure Hunters,"['Adventure', ""Children's Game"", 'Fantasy']",30,2,4,8
65480,146329,The Red Dragon Inn: Allies – Cormac the Mighty,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']",45,2,5,13
65481,146330,The Red Dragon Inn: Allies – Witchdoctor Natyli,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']",45,2,5,13
65516,146408,Sentinel Tactics: The Flame of Freedom,"['Comic Book / Strip', 'Miniatures']",45,2,8,13
65518,146417,Sentinels of the Multiverse: G.I. Bunker Promo Card,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game', 'Fighting']",45,2,5,13
65519,146418,Warhammer: Diskwars,"['Dice', 'Fantasy', 'Wargame']",67.5,2,4,14
65523,146439,BattleLore (Second Edition),"['Fantasy', 'Miniatures', 'Wargame']",67.5,2,2,14
65536,146508,T.I.M.E Stories,"['Adventure', 'Mature / Adult', 'Puzzle', 'Science Fiction']",90,2,4,12
65548,146559,Infamy,"['Economic', 'Mafia', 'Science Fiction']",60,3,4,13
65550,146565,Mascarade: The Damned,"['Bluffing', 'Card Game', 'Expansion for Base-game']",30,2,13,10
65551,146566,Descent: Journeys in the Dark (Second Edition) – Belthir Lieutenant Pack,"['Expansion for Base-game', 'Fantasy']",,2,5,
65552,146567,Descent: Journeys in the Dark (Second Edition) – Splig Lieutenant Pack,"['Expansion for Base-game', 'Fantasy', 'Miniatures']",,2,5,
65553,146568,Descent: Journeys in the Dark (Second Edition) – Zachareth Lieutenant Pack,"['Expansion for Base-game', 'Fantasy']",,2,5,
65554,146569,Descent: Journeys in the Dark (Second Edition) – Merick Farrow Lieutenant Pack,"['Expansion for Base-game', 'Fantasy']",,2,5,
65555,146570,Descent: Journeys in the Dark (Second Edition) – Alric Farrow Lieutenant Pack,"['Expansion for Base-game', 'Fantasy']",,2,5,
65556,146571,Descent: Journeys in the Dark (Second Edition) – Eliza Farrow Lieutenant Pack,"['Expansion for Base-game', 'Fantasy', 'Miniatures']",,2,5,
65558,146574,The Lord of the Rings: The Card Game – The Voice of Isengard,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",60,1,2,14
65562,146579,Quilt Show,[None],45,2,4,10
65584,146628,Super Dungeon Explore: Nyan Nyan,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",120,2,6,13
65586,146631,Pathfinder Adventure Card Game: Rise of the Runelords – &quot;Fire Sneeze&quot; Promo Card,"['Card Game', 'Expansion for Base-game', 'Fantasy']",90,1,4,10
65587,146632,Pathfinder Adventure Card Game: Rise of the Runelords – &quot;Poog of Zarongel&quot; Promo Card,"['Card Game', 'Expansion for Base-game', 'Fantasy']",90,1,4,10
65593,146652,Legendary Encounters: An Alien Deck Building Game,"['Card Game', 'Fighting', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction']",45.0,1,5,17
65603,146690,Eclipse: Ship Pack One,"['Civilization', 'Expansion for Base-game', 'Fighting', 'Miniatures', 'Science Fiction', 'Space Exploration']",120,2,6,14
65606,146704,Lords of Waterdeep: Rapid Expansion Promo Card,['Expansion for Base-game'],90.0,2,5,8
65612,146725,Golem Arcana,"['Electronic', 'Fantasy', 'Miniatures', 'Wargame']",45,2,8,14
65618,146735,Munchkin Adventure Time,"['Card Game', 'Fantasy', 'Fighting', 'Humor', 'Movies / TV / Radio theme']",75.0,3,6,10
65627,146757,Star Wars: X-Wing Miniatures Game – Rebel Transport Expansion Pack,"['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,2,14
65633,146766,Star Wars: X-Wing Miniatures Game – Tantive IV Expansion Pack,"['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",30,2,2,14
65638,146781,C3K: Creatures Crossover Cyclades/Kemet,"['Ancient', 'Civilization', 'Expansion for Base-game', 'Fighting', 'Miniatures', 'Mythology']",90,2,5,13
65640,146784,Dark Gothic,"['Card Game', 'Horror']",45,2,6,12
65641,146791,Shadows of Brimstone: City of the Ancients,"['Adventure', 'American West', 'Exploration', 'Fantasy', 'Fighting']",120,1,4,12
65647,146818,Cappuccino,['Abstract Strategy'],15.0,2,4,8
65659,146880,Train Heist,"['American West', 'Trains']",52.5,2,4,12
65661,146886,La Granja,"['Economic', 'Farming']",105.0,1,4,12
65682,146943,Warlock,[None],60,3,5,12
65705,147020,Star Realms,"['Card Game', 'Fighting', 'Science Fiction']",20,2,2,12
65706,147021,Hollywood,"['Card Game', 'Industry / Manufacturing', 'Movies / TV / Radio theme']",30,2,6,13
65708,147030,World of Tanks: Rush,"['Card Game', 'Video Game Theme', 'World War II']",30,2,5,10
65745,147101,Tuscany: Expand the World of Viticulture,"['Expansion for Base-game', 'Farming']",90.0,1,6,14
65751,147116,The Witcher Adventure Game,"['Adventure', 'Fantasy', 'Novel-based', 'Travel', 'Video Game Theme']",120,2,4,16
65761,147151,Concept,"['Deduction', 'Party Game']",40,4,12,10
65762,147154,Blue Moon Legends,"['Card Game', 'Fantasy']",30,2,2,14
65772,147170,El Grande Decennial Edition,"['Medieval', 'Political']",90,2,5,12
65776,147183,King of Tokyo: Halloween,"['Dice', 'Expansion for Base-game', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']",30,2,6,8
65778,147190,Yggdrasil Second Edition with Asgard Expansion,['Mythology'],75,1,6,13
65781,147194,Linkee,"['Party Game', 'Trivia']",30,2,200,14
65787,147206,Copper Country,"['Economic', 'Industry / Manufacturing']",60,2,4,14
65789,147209,"Cards Against Humanity: The Bigger, Blacker Box","['Card Game', 'Humor', 'Mature / Adult', 'Party Game']",30,4,30,17
65798,147240,Catan: Family Edition,['Negotiation'],75.0,3,4,10
65799,147241,Oaxaca: Crafts of a Culture,"['Card Game', 'Dice']",30.0,1,4,10
65803,147247,Zombicide Set #2: Survivors & Zombivors,"['Expansion for Base-game', 'Horror', 'Miniatures', 'Zombies']",,,,13
65805,147253,The Ancient World,"['Ancient', 'Civilization', 'Fantasy']",90,2,4,13
65821,147299,Pocket Imperium,"['Print & Play', 'Science Fiction', 'Space Exploration', 'Territory Building']",37.5,2,4,12
65823,147303,Carcassonne: South Seas,"['Economic', 'Nautical']",35,2,5,8
65825,147305,Om Nom Nom,"['Animals', 'Bluffing', 'Card Game', 'Dice']",20,1,6,8
65838,147363,Yu-Gi-Oh! Dice Masters,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fantasy', 'Fighting']",60,2,2,14
65842,147370,Robot Turtles,"[""Children's Game"", 'Maze']",15,2,5,4
65846,147380,Keyflower: Storyteller,"['City Building', 'Economic', 'Expansion for Base-game', 'Medieval']",90,2,6,14
65855,147401,The Agents: The 'Secret' Agents,"['Card Game', 'Expansion for Base-game']",,2,5,
65856,147402,The Agents: Mission: Critical,"['Card Game', 'Expansion for Base-game']",,2,2,
65857,147403,The Agents: The Partners,"['Card Game', 'Expansion for Base-game']",,2,2,
65858,147404,The Agents: The 'Special' Agents,"['Card Game', 'Expansion for Base-game']",,2,2,
65864,147420,King's Forge: Queen's Jubilee,"['Dice', 'Expansion for Base-game', 'Fantasy']",45,2,4,14
65870,147431,Cubist,"['Dice', 'Educational', 'Puzzle']",37.5,2,4,7
65877,147451,Field of Glory: The Card Game,"['Ancient', 'Card Game', 'Fighting']",30,2,2,13
65883,147473,Wiz-War: Malefic Curses,"['Expansion for Base-game', 'Fantasy']",120,2,5,14
65885,147475,Munchkin Gets Promoted,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror']",90.0,3,6,10
65893,147505,Lords & Ladies,"['Card Game', 'Humor']",60,2,5,10
65897,147523,Risk Battlefield Rogue,"['Dice', 'Modern Warfare', 'Territory Building', 'Video Game Theme', 'Wargame']",67.5,2,4,13
65901,147537,Malifaux (second edition),"['Collectible Components', 'Fantasy', 'Horror', 'Miniatures', 'Science Fiction']",105.0,2,2,
65903,147541,Stone Age: Casino,"['Expansion for Base-game', 'Prehistoric']",60,2,5,10
65914,147568,Risk: The Walking Dead – Survival Edition,"['Horror', 'Movies / TV / Radio theme', 'Territory Building', 'Wargame', 'Zombies']",60,2,5,13
65918,147580,Power Grid: Australia & Indian Subcontinent,"['Economic', 'Expansion for Base-game', 'Industry / Manufacturing']",120,2,6,13
65934,147622,Descent: Journeys in the Dark (Second Edition) – Valyndra Lieutenant Pack,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Miniatures']",120,2,5,14
65935,147623,Friese's Landlord,"['Card Game', 'City Building', 'Humor']",40,2,6,12
65936,147624,Mount Everest,"['Environmental', 'Exploration', 'Sports', 'Transportation']",90,2,5,10
65956,147695,Snowdonia: The Daffodil Line,"['Expansion for Base-game', 'Trains']",45,1,4,10
65957,147707,Mush! Mush!: Snow Tails 2,"['Animals', 'Card Game', 'Humor', 'Racing', 'Sports']",30,2,8,12
65963,147716,Mars Attacks: The Miniatures Game,"['Humor', 'Miniatures', 'Science Fiction', 'Wargame']",120,2,2,12
65966,147723,The Lord of the Rings: The Card Game – The Road Darkens,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",60,1,2,13
65971,147736,Firefly: The Game – Breakin' Atmo,"['Expansion for Base-game', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']",120,1,4,13
65973,147739,Android: Netrunner – Fear and Loathing,"['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']",45,2,2,14
65977,147747,Super Fantasy: Ugly Snouts Assault,"['Exploration', 'Fantasy', 'Fighting', 'Humor']",90,1,6,8
65990,147768,Five Cucumbers,['Card Game'],25,2,6,8
65994,147790,Buccaneer Bones,"['Dice', 'Pirates']",15,1,4,8
66008,147827,Council of Verona: Poison Expansion,"['Bluffing', 'Card Game', 'Deduction', 'Expansion for Base-game', 'Novel-based', 'Renaissance']",30,2,5,13
66041,147887,Allegiance: A Realm Divided,['Fantasy'],45.0,2,4,10
66055,147930,King & Assassins,"['Bluffing', 'Deduction', 'Fighting', 'Medieval']",30,2,2,10
66057,147932,Power Grid: Taxes,"['Economic', 'Expansion for Base-game', 'Industry / Manufacturing']",120,2,6,12
66060,147938,Ticket to Ride Map Collection: Volume 4 – Nederland,"['Expansion for Base-game', 'Trains']",45.0,2,5,8
66061,147949,One Night Ultimate Werewolf,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']",10,3,10,8
66069,147980,Star Wars: The Card Game – Heroes and Legends,"['Card Game', 'Expansion for Base-game', 'Movies / TV / Radio theme', 'Science Fiction']",60,2,2,10
66088,148036,Risk: Plants vs. Zombies,"['Fighting', 'Video Game Theme']",45.0,2,2,10
66102,148083,Dogs,['Animals'],60,2,4,10
66119,148166,Seasons: Path of Destiny,"['Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy']",60,2,4,14
66133,148203,Dutch Blitz,"['Card Game', 'Real-time']",8.0,2,4,8
66135,148205,Penny Press,['Industry / Manufacturing'],52.5,2,5,13
66148,148228,Splendor,"['Card Game', 'Economic', 'Renaissance']",30,2,4,10
66150,148231,Corto,"['Adventure', 'Card Game', 'Comic Book / Strip']",30.0,2,4,10
